Year,Date Time,Air Temp (F),Annual Rain Accumulation (in) (annual sum from Total Rain),TempDiff,Chlorophyll a (ug/L),Interval Rain (in),Max Wind Speed (knots),Phycocyanin (cells/mL),Rain Intensity (in/hr),Relative Barometric Pressure (inHg),Relative Humidity (%),Total Rain (in),Wind Direction (Degree),Wind Speed (knots),,MLO DO 2m,MLO DO 5m,MLO DO 8m,MLO DO 11m,,East Data DO 2m,East Data DO 8m,East Data DO 11m,,West Data DO 2m,West Data DO 8m,West Data DO 15m,,Deep Data DO 2m,Deep Data DO 8m,Deep Data DO 22m,,MLO Temp 1.7m,MLO Temp 2m,MLO Temp 4m,MLO Temp 5m,MLO Temp 6m,MLO Temp 8m,MLO Temp 10m,MLO Temp 11m,,East Data Temp 2m,East Data Temp 6m,East Data Temp 8m,East Data Temp 10m,East Data Temp 11m,,West Data Temp 2m,West Data Temp 6m,West Data Temp 8m,West Data Temp 10m,West Data Temp 15m,,Deep Data Temp 2m,Deep Data Temp 6m,Deep Data Temp 8m,Deep Data Temp 10m,Deep Data Temp 15m,Deep Data Temp 19m,Deep Data Temp 22m
2017,6/24/2017 14:00,63.86,8.586597,3.225,2.15,0,16.9,944,0,30.02,84,5.480304,255,14.6,,8.28,7.51,6.55,4.84,,,7.093,6.105,,7.87,7.188,4.386,,8.09,7.665,3.353,,71.96,72,71.65,71.58,71.2,70.43,69.44,68.07,,,72.6962,71.3768,,69.5948,,71.51,71.2742,70.8386,69.2996,56.9444,,71.708,71.8772,71.5928,71.5766,59.5724,58.541,57.9974
2017,6/24/2017 15:00,64.94,8.586597,3.42,2.1,0,19.8,1165,0,30.03,82,5.480304,244,17.7,,8.57,7.52,6.51,4.47,,,7.088,6.367,,7.91,7.138,4.273,,8.14,7.792,3.439,,71.96,72.12,71.65,71.62,71.1,69.85,69.44,67.8,,,72.9554,71.8574,,69.8792,,71.636,71.5766,70.9142,69.6002,56.9768,,71.798,72.0932,71.8034,71.6198,59.315,58.6688,58.1378
2017,6/24/2017 16:00,65.84,8.586597,2.435,2.4,0,24.1,1622,0,30.03,79,5.480304,247,19.6,,8.21,6.81,6.38,6,,,7.388,6.445,,8.03,7.29,4.236,,8.57,7.715,3.444,,71.83,72,71.2,70.9,70.75,69.98,69.44,69.52,,,73.0832,72.2048,,70.1816,,71.816,71.6612,71.0798,69.8144,57.0542,,72.518,72.0068,71.6234,70.5434,59.315,58.3682,58.1684
2017,6/24/2017 17:00,66.74,8.586597,2.03,,0,22.2,,0,30.03,68,5.480304,273,18.3,,8.4,6.98,6.77,6.26,,,7.743,6.615,,8.04,7.395,4.111,,8.4,7.554,3.325,,71.83,71.91,71.44,70.47,70.3,70.09,69.89,69.79,,,73.0832,72.7304,,70.4822,,71.798,71.7908,71.321,69.728,57.6788,,72.338,72.2642,71.5028,70.673,59.4014,58.5824,58.028
2017,6/24/2017 18:00,67.28,8.586597,2.2475,2.6,0,14.6,1489,0,30.04,58,5.480304,267,12.6,,9.15,7.27,6.76,6.52,,,7.82,6.707,,8.01,7.487,4.118,,8.43,7.708,3.272,,72.18,72.21,70.86,71.08,70.75,70.2,69.89,70.005,,,73.1264,72.806,,70.8116,,71.78,71.8772,71.6666,70.4156,57.5384,,72.41,72.3506,71.6684,69.386,59.9594,58.2386,57.9974
2017,6/24/2017 19:00,66.74,8.586597,1.85,,0,11.1,,0,30.03,62,5.480304,274,10.1,,9.14,7.49,7.09,6.69,,,7.806,6.822,,8.04,7.509,4.082,,8.5,7.443,3.293,,72.28,72.28,71.91,71.37,70.99,70.77,70.45,70.41,,,73.2128,72.7304,,71.0384,,71.762,71.8772,71.6972,69.2564,58.1918,,72.446,72.1778,71.5334,69.7712,60.26,58.325,57.9974
2017,6/24/2017 20:00,66.2,8.586597,1.5425,2.7,0,19,2020,0,30.04,64,5.480304,259,14.8,,9.43,8.35,7.22,6.85,,,7.464,6.608,,8.03,7.65,4.143,,8.37,7.277,3.229,,72.18,72.34,72.01,72.16,71.67,71.22,70.68,70.755,,,73.1264,72.1436,,71.0384,,71.654,71.834,71.726,67.4564,57.3512,,72.158,72.221,71.5784,70.0286,60.3032,58.325,57.9506
2017,6/24/2017 21:00,66.02,8.586597,,,0,17.5,,0,30.05,71,5.480304,252,15,,8.71,8.52,7.43,6.89,,,7.472,6.821,,7.97,7.273,4.173,,8.32,7.505,3.186,,,72.14,,72.21,,,,70.915,,,73.1696,72.4136,,71.0672,,71.636,71.834,71.3804,68.0558,57.5222,,71.978,72.1364,71.6378,70.4156,59.9594,58.2818,57.92
2017,6/24/2017 22:00,65.66,8.586597,0.9325,,0,15.6,,0,30.06,75,5.480304,264,11.9,,8.52,8.41,7.41,7.08,,,7.33,6.756,,7.93,7.576,4.078,,8.18,7.782,3.128,,71.96,72.14,71.91,72.18,72.01,71.56,71.13,71.105,,,73.1264,72.1436,,71.1428,,71.564,71.7476,71.6072,68.8712,56.804,,71.708,72.0068,71.6828,69.2564,60.26,58.4114,57.9344
2017,6/24/2017 23:00,65.84,8.586597,1.09,,0,13.2,,0,30.06,68,5.480304,264,9.9,,8.85,8.26,7.23,6.83,,,7.581,6.66,,7.96,7.501,4.188,,8.09,7.674,3.151,,71.96,72.12,71.91,72.18,71.8,71.11,71.02,70.88,,,72.9968,72.4298,,70.8116,,71.492,71.6612,71.4704,68.8712,56.8976,,71.51,71.7908,71.4884,70.5866,60.3896,58.928,58.1054
2017,6/25/2017 0:00,66.02,8.586597,,2.9,0,21.6,1636,0,30.06,67,5.480304,252,16.9,,8.61,7.98,7.16,4.54,,,7.671,6.506,,7.93,7.54,4.096,,7.85,7.565,3.217,,,71.94,,72.01,,,,68.975,,,72.869,72.5792,,70.6622,,71.42,71.6198,71.501,68.828,57.0074,,71.384,71.6612,71.4128,71.4038,60.5606,59.099,58.028
2017,6/25/2017 1:00,64.94,8.586597,,3.55,0,21.2,1902,0,30.06,69,5.480304,263,17.7,,8.16,7.97,7.24,7,,,7.851,6.542,,7.94,7.651,4.13,,7.79,7.53,3.277,,,71.73,,71.74,,,,69.81,,,72.6962,72.4442,,70.5416,,71.312,71.5334,71.3966,68.828,57.2738,,71.384,71.6612,71.3966,69.9008,60.7748,59.4014,58.1054
2017,6/25/2017 2:00,61.88,8.586597,1.325,,0,24.1,,0,30.06,76,5.480304,264,21.2,,8.21,8.34,8.13,5.02,,,7.791,6.355,,7.92,7.611,4.375,,7.82,7.461,3.148,,71.17,71.28,71.1,71.33,71.1,71.01,71.02,68.78,,,72.5234,72.2786,,70.1204,,71.24,71.4038,71.2904,70.3292,58.721,,71.348,71.6198,71.3516,70.8458,61.376,59.702,58.091
2017,6/25/2017 3:00,60.44,8.586597,0.97,,0,25.1,,0,30.06,74,5.480304,267,21,,8.14,7.93,8.1,7.5,,,7.648,6.323,,7.92,7.637,4.31,,7.84,7.593,3.166,,71.51,71.71,71.31,71.29,70.99,70.9,70.68,70.6,,,72.3938,72.1436,,70.0304,,71.042,71.2742,71.1554,70.8026,58.5338,,71.294,71.5766,71.2922,71.231,60.7748,59.6156,57.9506
2017,6/25/2017 4:00,59,8.586597,1.14,,0,17.9,,0,30.05,78,5.480304,287,14.2,,8.15,7.91,7.88,8.32,,,7.565,6.19,,7.88,7.562,4.301,,7.88,7.629,3.111,,71.62,71.78,71.44,71.69,71.2,70.65,70.57,70.55,,,72.221,71.6774,,69.6236,,70.934,71.1464,71.0204,70.8872,58.6112,,71.258,71.5334,71.2922,71.1464,61.1618,59.0144,57.9812
2017,6/25/2017 5:00,58.46,8.586597,0.965,3.9,0,19.2,2919,0,30.06,79,5.480304,289,12.8,,8.11,7.93,7.3,7.5,,,7.903,6.162,,7.83,7.492,4.209,,7.92,7.546,3.142,,71.73,71.8,71.55,71.82,71.55,71.01,70.9,70.7,,,72.1364,71.9636,,69.233,,70.826,71.0168,70.8998,70.4588,57.6788,,71.168,71.4038,71.0816,71.06,61.3328,58.8848,58.0442
2017,6/25/2017 6:00,57.2,8.586597,0.7575,,0,13,,0,30.06,80,5.480304,310,11.3,,8.11,7.93,7.26,7.41,,,7.622,6.059,,7.79,7.468,4.129,,7.96,7.66,3.14,,71.62,71.74,71.44,71.76,71.2,71.01,70.9,70.945,,,71.8772,71.573,,68.9018,,70.718,70.8872,70.763,67.1576,57.9596,,71.096,71.3174,70.961,70.9304,61.3328,58.7984,57.9974
2017,6/25/2017 7:00,57.74,8.586597,0.5775,3.7,0,14.6,3199,0,30.08,84,5.480304,288,9.9,,8.06,7.89,7.32,7.36,,,7.417,5.833,,7.77,7.48,4.04,,7.96,7.677,3.147,,71.51,71.65,71.44,71.69,71.44,71.11,70.9,71.105,,,71.6612,71.1968,,68.4806,,70.592,70.7594,70.718,67.3718,58.7516,,70.988,71.231,70.9466,70.8872,60.1322,58.3682,58.1054
2017,6/25/2017 8:00,58.82,8.586597,0.425,3.3,0,13.4,2831,0,30.08,87,5.480304,285,10.5,,8.12,8.03,7.71,7.32,,,7.202,5.889,,7.74,7.386,4.02,,8.03,7.671,3.086,,71.38,71.58,71.31,71.64,71.44,71.22,71.02,71.09,,,71.5766,70.565,,68.4212,,70.52,70.673,70.583,67.2854,58.6436,,70.952,71.1896,70.8404,70.5866,60.0026,58.2818,58.1216
2017,6/25/2017 9:00,59.54,8.586597,0.62,3.5,0,18.7,3612,0,30.09,84,5.480304,270,15.4,,8.13,8.04,7.54,6.94,,,7.377,5.854,,7.75,7.471,3.901,,8.02,7.69,3.116,,71.38,71.49,71.2,71.55,71.33,71.22,71.02,70.61,,,71.4902,70.6262,,68.405,,70.394,70.5866,70.5074,67.5428,58.1,,70.88,71.1464,70.781,69.728,60.6038,58.4978,58.2152
2017,6/25/2017 10:00,59.72,8.586597,,3.25,0,24.3,2875,0,30.1,84,5.480304,254,20.2,,8.12,7.56,7.48,7.01,,,7.483,5.747,,7.75,7.463,3.967,,8.04,7.696,3.115,,,71.4,,71.2,,,,69.405,,,71.3606,70.8656,,68.225,,70.376,70.5434,70.4174,67.757,57.227,,70.808,71.06,70.646,69.6002,60.7334,58.541,58.1054
2017,6/25/2017 11:00,60.08,8.586597,1.08,2.9,0,21.2,1681,0,30.1,82,5.480304,261,19.4,,7.82,7.8,7.57,8.05,,,7.599,5.594,,7.76,7.395,4.067,,8.08,7.7,3.207,,70.83,71.02,70.2,70.45,70.2,70.09,69.89,69.8,,,71.4038,71.0312,,68.0738,,70.34,70.502,70.313,68.5706,57.7094,,70.79,71.0168,70.5704,69.9008,60.7334,58.712,58.433
2017,6/25/2017 12:00,60.98,8.586597,1.3825,2.7,0,25.1,2432,0,30.11,83,5.480304,254,20.2,,7.95,7.83,7,6.42,,,7.579,5.639,,7.82,7.482,4.105,,8.12,7.722,3.073,,70.38,70.52,70.2,70.39,70.09,69.64,69.1,69.035,,,71.4902,71.1518,,68.1188,,70.448,70.5434,70.4174,70.2014,58.7516,,70.79,71.0168,70.511,70.3292,60.5174,58.7984,58.3088
2017,6/25/2017 13:00,62.06,8.586597,0.5475,2.3,0,23.5,1401,0,30.12,78,5.480304,256,18.7,,9.1,8.7,8.67,7.81,,,7.593,5.777,,7.85,7.498,4.094,,8.18,7.82,2.992,,69.8,70.02,69.75,70.07,69.84,69.64,69.33,69.395,,,71.5766,71.1518,,68.1656,,70.592,70.673,70.403,70.286,59.0612,,70.916,71.1896,70.8566,70.6298,60.2168,58.7984,58.3394
2017,6/25/2017 14:00,62.42,8.586597,1,2.4,0,29.5,2020,0,30.12,79,5.480304,229,23.1,,9.35,9.11,6.91,6.66,,,7.566,5.809,,7.89,7.53,3.981,,8.2,7.619,3.078,,70.02,70.14,69.75,70.14,69.73,69.3,68.99,69.17,,,71.5334,71.1518,,68.3762,,70.664,70.7162,70.5236,70.5434,57.8192,,70.988,71.231,70.6766,70.6298,60.3896,58.712,58.0748
2017,6/25/2017 15:00,62.96,8.586597,1.19,2.5,0,27.6,1518,0,30.12,80,5.480304,247,21.4,,9.01,8.66,7.77,6.62,,,7.597,5.842,,7.88,7.615,3.963,,8.16,7.804,3.031,,70.02,70.16,69.85,70.14,69.84,69.64,68.88,68.92,,,71.4902,71.2112,,68.4806,,70.61,70.8026,70.673,70.6298,58.3628,,70.988,71.1896,70.8566,70.8026,59.9162,58.7984,58.1684
2017,6/25/2017 16:00,61.88,8.590534,1.38,2.45,0,14.8,1430,0,30.12,82,5.484241,254,12.4,,8.77,8.28,6.77,6.57,,,7.569,6.031,,7.9,7.584,3.846,,8.17,7.815,3.02,,70.14,70.29,70.09,70.18,70.09,69.3,68.77,68.9,,,71.5334,71.1518,,68.7812,,70.61,70.7594,70.6442,70.6298,59.2772,,70.97,71.231,70.871,69.7712,59.9594,58.5824,58.1216
2017,6/25/2017 17:00,63.14,8.590534,1.305,2.85,0,13,2639,0,30.12,76,5.484241,265,11.5,,8.39,8.46,7.07,6.67,,,7.585,5.973,,7.87,7.59,3.63,,8.18,7.789,3.012,,70.48,70.57,70.3,70.38,70.09,69.53,69.33,69.11,,,71.6198,71.1662,,68.5706,,70.628,70.7162,70.628,70.5434,59.5868,,70.952,71.1896,70.7954,70.3292,60.0458,58.541,58.1684
2017,6/25/2017 18:00,63.32,8.590534,1.215,3.1,0,7,1887,0,30.12,74,5.484241,275,7,,8.42,8.76,7.48,6.83,,,7.43,5.841,,7.9,7.518,3.528,,8.16,7.618,2.907,,70.72,70.72,70.3,70.5,70.3,69.98,69.55,69.46,,,71.6198,70.8656,,68.315,,70.646,70.8026,70.6136,70.4156,58.7678,,70.934,71.06,70.4354,69.6434,60.4328,58.4546,58.1522
2017,6/25/2017 19:00,64.4,8.590534,0.86,3.1,0,11.3,3081,0,30.11,71,5.484241,239,8.9,,9.2,9.03,8.98,7.06,,,7.181,5.848,,7.93,7.508,3.506,,8.21,7.483,2.986,,70.72,70.7,70.3,70.56,70.3,70.2,69.89,69.81,,,71.4038,70.115,,68.1494,,70.664,70.7594,70.6136,68.9126,59.1548,,71.078,70.8026,70.1798,70.0286,61.376,58.4546,58.1378
2017,6/25/2017 20:00,64.22,8.590534,0.5325,4.2,0,9.5,2418,0,30.12,73,5.484241,246,8,,8.4,9.12,8.89,7.94,,,6.895,5.976,,7.93,7.585,3.642,,8.08,7.549,3.064,,70.72,70.84,70.54,70.66,70.43,70.3,70.23,70.265,,,71.1464,69.4076,,68.4212,,70.682,70.7594,70.628,70.0718,58.1306,,70.736,70.6298,70.2104,70.2014,60.4742,58.6256,58.3538
2017,6/25/2017 21:00,63.86,8.590534,0.32,3.7,0,13.6,3022,0,30.12,77,5.484241,234,11.7,,8.21,8.13,8.77,9.15,,,6.815,5.976,,7.91,7.609,3.737,,8.1,7.55,3.016,,70.61,70.79,70.65,70.84,70.54,70.43,70.34,70.42,,,71.1464,69.2564,,68.405,,70.61,70.7594,70.5974,69.0854,57.5384,,70.682,70.7162,70.286,70.286,60.7334,59.1854,58.5716
2017,6/25/2017 22:00,64.04,8.590534,0.5425,3.45,0,15.7,2713,0,30.11,78,5.484241,261,13.6,,8.28,8.63,8.92,7.48,,,6.857,5.972,,7.9,7.682,3.698,,8.07,7.641,3.003,,70.61,70.7,70.41,70.7,70.43,70.3,70.12,70.105,,,71.1464,69.3932,,68.3312,,70.556,70.7162,70.6136,70.2428,57.3674,,70.61,70.8458,70.4048,70.3292,61.1618,59.2718,58.5248
2017,6/25/2017 23:00,59.36,8.590534,1.2425,3,0,5.2,4187,0,30.12,82,5.484241,356,6,,8.43,8.02,7.21,6.05,,,7.181,5.88,,7.88,7.655,3.803,,8.07,7.784,2.923,,70.38,70.54,70.3,70.57,70.2,69.98,69.55,68.885,,,71.1032,70.1294,,68.3006,,70.502,70.673,70.538,69.9854,57.803,,70.538,70.7594,70.4048,70.2014,61.4624,59.315,58.2152
2017,6/26/2017 0:00,61.88,8.590534,1.3125,,0,15.7,,0,30.11,80,5.484241,289,13.8,,8.7,7.52,6.96,6.29,,,6.424,5.779,,7.87,7.702,3.853,,8.11,7.867,2.919,,70.27,70.38,70.09,70.2,69.73,69.19,68.99,69.035,,,71.1032,69.152,,68.225,,70.43,70.5866,70.5074,70.3292,58.1612,,70.484,70.7594,70.4354,70.286,61.2896,59.2718,58.1684
2017,6/26/2017 1:00,60.26,8.590534,1.2375,,0,22.5,,0,30.11,82,5.484241,289,14,,8.41,8.12,6.85,6.33,,,7.227,5.846,,7.87,7.717,3.759,,8.15,7.876,2.991,,69.91,70.11,69.85,70.02,69.73,69.19,68.88,68.665,,,71.06,70.2806,,68.1188,,70.394,70.5866,70.4786,69.6002,58.1918,,70.43,70.7162,70.4498,70.2014,61.0322,58.7552,58.2296
2017,6/26/2017 2:00,60.26,8.590534,1.015,,0,18.3,,0,30.11,87,5.484241,285,14.6,,8.48,7.38,7,6.57,,,6.917,5.771,,7.9,7.671,3.831,,8.15,7.886,2.987,,69.8,69.93,69.64,69.78,69.62,69.08,68.88,68.82,,,70.8458,69.3626,,67.7876,,70.304,70.502,70.403,69.9854,58.6274,,70.394,70.673,70.376,70.4588,61.547,58.7984,58.199
2017,6/26/2017 3:00,59.72,8.590534,0.995,3.25,0,20.2,1931,0,30.1,87,5.484241,290,15.2,,7.84,7.3,6.98,6.75,,,7.143,5.708,,7.87,7.699,3.74,,8.16,7.85,2.96,,69.8,69.98,69.51,69.64,69.17,69.08,68.88,68.91,,,70.8026,69.8594,,67.5626,,70.214,70.4156,70.2824,70.3292,58.2242,,70.358,70.6298,70.4048,70.4588,61.8044,59.0144,58.199
2017,6/26/2017 4:00,59.18,8.590534,1.1575,,0,16.9,,0,30.1,82,5.484241,299,13.4,,7.97,7.26,6.94,6.61,,,7.278,5.651,,7.89,7.679,3.761,,8.14,7.818,2.866,,69.69,69.94,69.4,69.48,69.28,68.95,68.65,68.665,,,70.7594,70.115,,67.4258,,70.088,70.286,70.2374,70.2428,58.3952,,70.286,70.5434,70.3004,70.3724,62.0186,58.9712,58.199
2017,6/26/2017 5:00,58.64,8.590534,1.2175,,0,20.4,,0,30.11,79,5.484241,292,15.9,,7.86,7.37,6.83,6.39,,,7.236,5.58,,7.87,7.68,3.783,,8.04,7.769,2.801,,69.57,69.8,69.19,69.35,68.94,68.74,68.43,68.505,,,70.673,70.1294,,67.2602,,70.034,70.2014,70.1168,70.1582,58.937,,70.196,70.4588,70.2248,70.2428,62.3192,58.712,58.1378
2017,6/26/2017 6:00,58.46,8.590534,1.185,,0,12.4,,0,30.11,76,5.484241,294,9.1,,7.93,7.09,6.64,6.4,,,7.079,5.519,,7.85,7.65,3.653,,8.07,7.727,2.751,,69.46,69.69,69.19,69.1,68.83,68.74,68.32,68.46,,,70.502,69.8144,,67.1108,,69.926,70.115,69.9962,70.0286,58.6436,,70.124,70.4156,70.1348,70.1582,62.0618,58.5824,58.1216
2017,6/26/2017 7:00,59.36,8.590534,0.9925,3.55,0,10.5,2477,0,30.12,85,5.484241,292,7.6,,7.74,7.03,6.55,6.21,,,5.792,5.411,,7.85,7.606,3.744,,8.07,7.728,2.731,,69.35,69.53,69.3,69.24,68.83,68.5,68.43,68.465,,,70.286,67.2836,,66.794,,69.89,70.0718,69.9818,70.0286,58.9064,,70.07,70.3292,70.0592,70.0286,61.0322,58.6256,58.1522
2017,6/26/2017 8:00,58.46,8.590534,1.035,3.75,0,15,2211,0,30.13,85,5.484241,283,12.4,,7.76,7.4,6.67,7,,,6.541,5.424,,7.82,7.624,3.615,,8.05,7.643,2.749,,69.46,69.49,69.3,69.49,69.17,68.74,68.43,68.45,,,70.3724,68.4284,,66.5978,,69.836,69.9854,69.9512,69.8576,58.5806,,70.034,70.286,69.7892,69.7712,60.647,58.5824,58.1378
2017,6/26/2017 9:00,58.64,8.590534,1.285,3.6,0,16.1,2108,0,30.13,85,5.484241,278,14.2,,7.83,7.1,6.87,6.2,,,6.126,5.345,,7.89,7.676,3.582,,8.05,7.679,2.784,,69.35,69.49,69.3,69.03,68.61,68.5,68.2,68.07,,,70.286,67.4204,,66.5222,,69.8,69.9854,69.89,68.4428,58.7984,,69.944,70.2014,69.7892,69.2564,60.4328,58.541,58.1378
2017,6/26/2017 10:00,59.18,8.590534,1.4875,3.75,0,17.5,2875,0,30.13,84,5.484241,277,14,,7.8,7.37,7,6.32,,,6.554,5.253,,7.86,7.621,3.514,,8.08,7.684,2.803,,69.35,69.46,69.19,68.97,68.38,68.04,67.96,67.875,,,70.2014,68.2628,,66.4304,,69.818,69.9854,69.8756,69.2564,58.7678,,69.962,70.115,69.7586,69.4274,60.5606,58.712,58.1684
2017,6/26/2017 11:00,58.64,8.590534,,3.05,0,17.7,2079,0,30.13,79,5.484241,265,13,,7.8,7.91,7.98,6.25,,,6.955,5.277,,7.91,7.551,3.522,,8.1,7.772,2.897,,,69.55,,68.67,,,,67.75,,,70.3292,69.062,,66.4016,,69.872,69.9854,69.845,69.4274,58.487,,69.962,70.2014,69.8036,69.2564,60.3032,58.7552,58.4006
2017,6/26/2017 12:00,59,8.590534,1.755,3.15,0,17.9,3376,0,30.13,77,5.484241,261,15.2,,8.07,8.12,7.25,6.19,,,6.599,5.373,,7.93,7.363,3.551,,8.14,7.73,2.929,,69.01,69.3,68.38,68.54,68.25,67.93,67.41,67.39,,,70.2014,68.549,,66.4466,,69.926,69.9854,69.62,69.2564,58.1306,,70.016,70.1582,69.6992,69.6434,60.3032,58.8416,58.4474
2017,6/26/2017 13:00,59.72,8.590534,1.7225,2.3,0,24.7,1474,0,30.12,74,5.484241,250,21.2,,8.38,6.82,6.52,6.15,,,6.868,5.347,,7.95,7.497,3.616,,8.2,7.756,2.944,,68.9,68.76,67.93,68.11,67.8,67.59,67.06,67.155,,,70.2014,69.0008,,66.461,,69.998,70.115,69.755,69.5138,57.974,,70.07,70.2428,69.8648,69.8144,60.4742,59.0144,58.5878
2017,6/26/2017 14:00,59.9,8.590534,1.9425,2.35,0,18.3,1386,0,30.12,73,5.484241,270,16.5,,7.96,6.67,6.23,6.13,,,7.11,5.429,,8,7.618,3.6,,8.19,7.797,2.925,,69.01,68.68,67.93,67.69,67.24,66.92,66.83,66.975,,,70.2014,69.377,,66.6266,,70.016,70.0718,69.9512,69.728,57.8498,,70.034,70.286,69.9404,69.9008,60.3896,59.0144,58.6652
2017,6/26/2017 15:00,60.98,8.590534,2.2375,2.35,0,18.7,1032,0,30.11,68,5.484241,272,15.7,,8.41,6.84,6.03,6.08,,,7.275,5.655,,8.02,7.681,3.449,,8.2,7.866,2.658,,69.12,68.95,67.93,68.04,67.57,66.92,66.72,66.875,,,70.3292,69.6488,,67.0046,,70.052,70.2014,69.9962,69.6434,58.1306,,70.088,70.3292,70.0448,70.0286,60.2168,59.099,58.1522
2017,6/26/2017 16:00,59.72,8.590534,2.735,2.65,0,16.5,1342,0,30.11,69,5.484241,307,12.8,,9.22,6.81,6.2,6.12,,,7.399,5.594,,8.06,7.716,3.309,,8.37,7.799,2.67,,69.57,69.75,68.49,68.02,67.46,66.92,66.83,67.02,,,70.3724,69.8738,,66.9434,,70.088,70.2014,70.0556,69.9854,58.3016,,70.322,70.3724,69.9998,69.8144,60.4328,58.9712,58.1828
2017,6/26/2017 17:00,56.3,8.610219,2.795,3.05,0,11.1,2801,0,30.11,83,5.503926,293,8.4,,9.49,7.35,6.42,6.21,,,7.102,5.581,,8.01,7.757,3.258,,8.34,7.913,2.614,,69.91,69.94,69.19,69.19,68.02,67.26,67.06,67.2,,,70.3724,69.4382,,66.839,,69.998,70.2014,70.0718,70.0286,58.7822,,70.178,70.3724,70.0592,69.386,60.1736,58.712,58.1684
2017,6/26/2017 18:00,58.1,8.614156,2.705,3.5,0,17.9,2654,0,30.09,71,5.507863,282,15,,8.23,7.21,6.44,6.26,,,6.817,5.586,,8,7.752,3.23,,8.21,7.884,2.664,,69.91,69.84,69.51,68.7,68.38,67.26,67.06,67.28,,,70.2014,68.9108,,66.8984,,69.998,70.1582,70.0718,69.6002,59.1386,,70.016,70.286,70.0592,70.115,60.3896,58.712,58.1828
2017,6/26/2017 19:00,58.82,8.614156,2.7125,2.85,0,12.1,3921,0,30.09,71,5.507863,352,7.6,,9.39,8,6.47,6.26,,,7.094,5.698,,8.03,7.739,3.224,,8.2,7.814,2.654,,70.02,70.07,69.75,69.84,68.83,67.48,67.28,67.385,,,70.0286,68.7596,,67.1702,,69.962,70.115,70.0412,68.099,58.9064,,70.016,70.2428,69.9854,69.8576,60.4328,58.6256,58.1684
2017,6/26/2017 20:00,59,8.614156,2.5475,3.35,0,10.1,3288,0,30.1,73,5.507863,298,7.8,,9.08,7.89,6.9,6.34,,,6.41,5.825,,8.01,7.676,3.207,,8.15,7.847,2.707,,69.91,70.02,69.75,69.62,68.94,68.16,67.41,67.425,,,69.7712,67.8416,,67.2908,,69.872,70.0718,69.9512,68.3132,58.4726,,69.854,70.1582,69.8792,69.9008,60.6902,58.7984,58.2296
2017,6/26/2017 21:00,58.28,8.614156,2.355,4,0,6.8,2256,0,30.09,77,5.507863,316,5.6,,8.23,7.62,6.84,6.23,,,6.737,5.866,,7.99,7.728,3.447,,8.1,7.767,2.707,,69.8,69.91,69.3,69.42,68.94,68.16,67.62,67.38,,,70.115,68.4752,,67.3052,,69.764,69.9422,69.8612,68.4842,57.866,,69.836,70.115,69.8648,69.8576,61.0322,58.928,58.4636
2017,6/26/2017 22:00,57.38,8.614156,2.0575,4.15,0,9.3,2300,0,30.09,80,5.507863,330,6.6,,8.22,7.87,6.99,6.38,,,6.696,5.847,,7.92,7.708,3.275,,8.07,7.755,2.613,,69.8,69.84,69.4,69.49,68.94,68.27,67.73,67.795,,,69.6848,67.7822,,67.3664,,69.71,69.9008,69.7856,68.5274,57.7094,,69.71,70.0286,69.7748,69.8144,61.2896,59.1422,58.5248
2017,6/26/2017 23:00,56.84,8.614156,1.785,3.95,0,6,3656,0,30.1,84,5.507863,319,5.2,,8.21,7.68,6.98,6.44,,,6.395,5.977,,7.81,7.599,3.498,,8.07,7.742,2.684,,69.57,69.69,69.3,69.28,69.06,68.4,67.86,67.83,,,69.728,67.6616,,67.2008,,69.656,69.8144,69.6794,68.5274,57.803,,69.656,69.9854,69.6848,69.7712,61.376,59.1854,58.3088
2017,6/27/2017 0:00,55.94,8.614156,1.75,3.55,0,9.7,1961,0,30.11,88,5.507863,346,6.8,,8.16,7.97,6.78,6.28,,,6.82,5.937,,7.8,7.617,3.5,,8.03,7.702,2.564,,69.46,69.58,69.19,69.48,68.83,68.04,67.96,67.58,,,69.8144,68.0378,,67.2602,,69.584,69.7712,69.6344,68.4842,58.0532,,69.656,69.9422,69.6848,69.7712,61.5902,59.099,58.2458
2017,6/27/2017 1:00,55.76,8.614156,1.6675,4.35,0,7.6,1725,0,30.13,89,5.507863,329,6.6,,8.2,7.36,6.8,6.23,,,6.617,5.868,,7.82,7.601,3.57,,8.05,7.729,2.57,,69.35,69.44,69.06,68.88,68.72,67.93,67.86,67.595,,,69.4706,67.6904,,67.1558,,69.494,69.6434,69.5588,68.4428,58.3952,,69.548,69.8576,69.6092,69.6848,61.547,58.928,58.2296
2017,6/27/2017 2:00,55.58,8.614156,1.4825,3.9,0,5.1,1681,0,30.13,89,5.507863,358,4.1,,8.11,7.56,6.89,6.45,,,6.548,5.787,,7.76,7.577,3.479,,7.99,7.652,2.513,,69.24,69.28,68.95,69.06,68.83,68.04,67.86,67.695,,,69.2564,67.6904,,66.929,,69.35,69.557,69.4688,68.27,58.658,,69.53,69.8144,69.5786,69.557,61.7612,58.9712,58.1378
